Date,Monitors,Transect_Name,Site,Transect_length,Transect_Distance,Quadrat_Notes,Percent_Cover,PSOC,Cover_Category,Habitat,Phase
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,4,,2,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,30,,0,,NATIVE COVER,Wetland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,8,,74,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,28,,4,Ambrosia_psilostachya,NATIVE COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,28,,97,Typha_latifolia,NATIVE COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,28,,3,Erigeron_canadensis,NATIVE COVER,Wetland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,10,,35,Phacelia_ramosissima,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,10,,1,Erigeron_canadensis,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,2,,10,Epilobium_brachycarpum,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,2,,30,Malacothrix_saxatilis,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,2,,18,Phacelia_ramosissima,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,18,,75,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,2,,1,Juncus_acutus_ssp._leopoldii,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,2,,100,Typha_domingensis,NATIVE COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,18,,0,,NATIVE COVER,Wetland,Phase 2
2020-10-15,Wayne C,WL1W,harder_seep,30,14,,9,Typha domingensis,NATIVE COVER,Wetland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,26,,0,,NATIVE COVER,Wetland,Phase 2
2020-10-15,Wayne C,U1W,harder_seep,30,18,,19,Toxicodendron_diversilobum,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,U1W,harder_seep,30,18,,7,Distichlis_spicata,NATIVE COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,4,,1,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 2
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,8,,35,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,26,,0,,NATIVE COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,8,,0,,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,28,,52,Calystegia_macrostegia_cyclos.,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,28,,9,Solanum_douglasii,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,28,,4,Malacothrix_saxatilis_v._tenu.,NATIVE COVER,Upland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,12,,1,Quercus_agrifolia,NATIVE COVER,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,12,,19,Ambrosia_psilostachya,NATIVE COVER,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,12,,12,Typha_domingensis,NATIVE COVER,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,12,,19,Erigeron_canadensis,NATIVE COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,10,,0,,NATIVE COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,26,,3,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,24,,7,Alnus_rhombifolia,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,22,,1,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,22,,20,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,24,,0,,NATIVE COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,2,,8,Salix_lasiolepis,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,8,,7,Anemopsis_californica,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,8,,27,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,8,,50,Frankenia_salina,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,8,,5,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,18,,8,Ambrosia_psilostachya,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,18,,10,Malacothrix_saxatilis_v._tenu.,NATIVE COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,4,,0,,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,26,,3,Laennecia_coulteri,NATIVE COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,26,,20,Alnus_rhombifolia,NATIVE COVER,Upland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,28,,30,Salix_lasiolepis,NATIVE COVER,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,28,,75,Verbena_lasiostachys,NATIVE COVER,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,28,,25,Juncus_textilis,NATIVE COVER,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,28,,5,Solanum_douglasii,NATIVE COVER,Wetland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,22,,0,,NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,8,,0,,NATIVE COVER,Wetland,Phase 2
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,16,,1,Anemopsis_californica,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,16,,19,Sparganium_eurycarpum,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,16,,1,Potentilla_anserina_ssp._pacifica,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,16,,6,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,30,,0,,NATIVE COVER,Wetland,Phase 1
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,4,,0,,NATIVE COVER,Upland,NA
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,28,,15,Juncus_textilis,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,28,,68,Verbena_lasiostachys,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,28,,6,Euthamia_occidentalis,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,28,,1,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,28,,3,Salix_lasiolepis,NATIVE COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,8,,0,,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,6,,1,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,6,,100,Typha_domingensis,NATIVE COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,10,,0,,NATIVE COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,18,,0,,NATIVE COVER,Wetland,Phase 2
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,12,,5,Erigeron_canadensis,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,12,,2,Phacelia_ramosissima,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,8,,8,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1W,harder_seep,30,24,,0,,NATIVE COVER,Upland,Phase 1
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,26,,0,,NATIVE COVER,Upland,NA
2020-10-15,Wayne C,U1W,harder_seep,30,4,,0,,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,22,,2,Toxicodendron_diversilobum,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,22,,13,Malacothrix_saxatilis_v._tenu.,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,22,,2,Epilobium_brachycarpum,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,22,,10,Calystegia_macrostegia_cyclos.,NATIVE COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,22,,2,Erigeron_canadensis,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,10,,0,,NATIVE COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,14,,0,,NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,22,,0,,NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,28,,0,,NATIVE COVER,Wetland,Phase 2
2020-10-15,Wayne C,U1E,harder_seep,30,22,,0,,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,26,,65,Alnus_rhombifolia,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,26,,1,Laennecia_coulteri,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,26,,1,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,0,,98,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 2
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,14,,40,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,22,,0,,NATIVE COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,24,,1,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,24,,60,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,22,,72,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,22,,25,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,18,,0,,NATIVE COVER,Wetland,Phase 2
2020-10-15,Wayne C,WL1E,harder_seep,30,24,,5,Baccharis_pilularis,NATIVE COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,12,,40,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,0,,48,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,0,,1,Cyperus_eragrostis,NATIVE COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,4,,50,Hesperocyparis_macrocarpa,NATIVE COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,8,,35,Phacelia_ramosissima,NATIVE COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,8,,2,Epilobium_brachycarpum,NATIVE COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,4,,100,Typha_domingensis,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,4,,2,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,16,,95,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,18,,4,Erigeron_canadensis,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,18,,20,Malacothrix_saxatilis,NATIVE COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,18,,1,Calystegia_macrostegia_cyclos.,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,U2E,harder_seep,30,22,,0,,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,4,,5,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,6,,0,,NATIVE COVER,Wetland,Phase 2
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,16,,99,Typha_domingensis,NATIVE COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,16,,5,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,0,,80,Quercus_agrifolia,NATIVE COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,12,,50,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,12,,8,Typha domingensis,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,12,,5,Symphyotrichum_subulatum,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,12,,1,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,16,,4,Heteromeles_arbutifolia,NATIVE COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,16,,12,Phacelia_ramosissima,NATIVE COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,16,,14,Ambrosia_psilostachya,NATIVE COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,26,,30,Toxicodendron_diversilobum,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,26,,100,Calystegia_macrostegia_cyclos.,NATIVE COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,0,,0,,NATIVE COVER,Wetland,Phase 2
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,14,,0,,NATIVE COVER,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,5,,3,Erigeron_canadensis,NATIVE COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,5,,22,Pseudognaphalium_californicum,NATIVE COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,5,,12,Epilobium_brachycarpum,NATIVE COVER,Upland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,85,Salix_lasiolepis,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,2,Anemopsis_californica,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,5,Juncus_effusus,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,85,Platanus_racemosa,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,44,Juncus_textilis,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,4,Euthamia_occidentalis,NATIVE COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,14,,20,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,14,,85,Typha_domingensis,NATIVE COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,14,,10,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,0,,9,Baccharis_pilularis,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,0,,91,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,0,,5,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,2,,0,,NATIVE COVER,Upland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,2,Euthamia_occidentalis,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,97,Juncus_textilis,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,48,Quercus_agrifolia,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,60,Platanus_racemosa,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,1,Toxicodendron_diversilobum,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,2,Anemopsis_californica,NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,2,Cyperus_eragrostis,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,30,,30,Baccharis_pilularis,NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,30,,1,Calystegia_macrostegia_cyclos.,NATIVE COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,4,,0,,NATIVE COVER,Wetland,Phase 2
2020-10-15,Wayne C,U2E,harder_seep,30,20,,2,Toxicodendron_diversilobum,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,U2E,harder_seep,30,20,,28,Baccharis_pilularis,NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne chapman,WL1W,harder_seep,30,30,,2,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,14,,52,Typha_domingensis,NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,14,,47,Salicornia_pacifica,NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,14,,2,Juncus_acutus_ssp._leopoldii,NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,14,,1,Distichlis_spicata,NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,20,,0,,NON-NATIVE COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,4,,9,Hesperocyparis_macrocarpa,NON-NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,4,,1,Euphorbia_serpens,NON-NATIVE COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,4,,1,Phalaris_aquatica,NON-NATIVE COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,20,,11,Asparagus_asparagoides,NON-NATIVE COVER,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,20,,2,Carpobrotus_edulis,NON-NATIVE COVER,Wetland,Phase 2
2020-10-15,Wayne C,U1E,harder_seep,30,26,,20,Helminthotheca_echioides,NON-NATIVE COVER,Upland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,26,,90,Aparagus asparagoides,NON-NATIVE COVER,Upland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,20,,3,Lactuca_serriola,NON-NATIVE COVER,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,20,,0,,NON-NATIVE COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,14,,0,,NON-NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,45,,0,,NON-NATIVE COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,16,,90,Carpobrotus_edulis,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,12,,3,Vicia_sativa,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,12,,1,Vicia_villosa,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,12,,56,Carpobrotus_edulis,NON-NATIVE COVER,Wetland,Phase 2
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,10,,5,Polypogon_monspeliensis,NON-NATIVE COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,12,,100,Carpobrotus_edulis,NON-NATIVE COVER,Wetland,Phase 2
2020-10-15,Wayne C,WL2W,harder_seep,30,10,,99,Eucalyptus_globulus,NON-NATIVE COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,10,,99,Carpobrotus_edulis,NON-NATIVE COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,28,,2,Asparagus_asparagoides,NON-NATIVE COVER,Upland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,8,,0,,NON-NATIVE COVER,Wetland,Phase 1
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,6,,28,Bromus_diandrus,NON-NATIVE COVER,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,6,,67,Carpobrotus_edulis,NON-NATIVE COVER,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,6,,12,Phalaris_aquatica,NON-NATIVE COVER,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,6,,1,Oxalis_pes-caprae,NON-NATIVE COVER,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,6,,1,Vicia_villosa,NON-NATIVE COVER,Upland,NA
