ObjectID,GlobalID,Monitoring Date,Monitor Names,Vernal Pool?,Vernal Pool Name or Number,Vernal Pool Axis,Project Site,Unlisted Project Site,Lagoon Transect Name/Number,Unlisted Lagoon Transect Name/Number,NCOS Transect Name/Number,NP Transect Name/Number,Unlisted NP Transect Name/Number,Transect Name/Number,Total Transect Length,Transect Start Time,Transect Finish Time,Transect Notes,Transect Distance of Quadrat,Side of Transect (Left or Right),Vernal Pool Zone,Quadrat Notes (Optional),Percent Bare Ground,Percent Natural Thatch,Percent Mowed/Trimmed Thatch,Thatch Notes (Optional),Count of Native Species,Sum of Native Cover,Count of Non-Native Species,Sum of Non-Native Cover,Count of Unknown Species,Sum of Unknown Cover,Sum of Thatch,Sum of Other Cover,Bare Ground,SUM of ALL COVER,CreationDate,Creator,EditDate,Editor,Seep Transect Name/Number,WSW Transect Name/Number,x,y
3030,177e55a0-510e-4a9f-a66e-1b22446e87ff,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,52,Left,,,10,34,0,,3,31,1,25,0,0,34,0,10,100,6/30/2022 12:02:22 AM,ccber_user,6/30/2022 12:02:22 AM,ccber_user,,,-119.848746331262,34.4069719672785
3031,b55a08a3-ca1e-428a-b4c1-89bea94b0fb4,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,54,Right,,,0,51,0,,3,39,1,10,0,0,51,0,0,100,6/30/2022 12:02:23 AM,ccber_user,6/30/2022 12:02:23 AM,ccber_user,,,-119.848752649081,34.4069708892477
3032,c86eaa74-43f3-42bc-bde6-2191424c1be4,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,56,Left,,,0,0,0,,3,91,1,15,0,0,0,0,0,106,6/30/2022 12:02:25 AM,ccber_user,6/30/2022 12:02:25 AM,ccber_user,,,-119.848750069047,34.4069891648799
3033,7e862154-05d2-4f5e-a41f-2accbc0e6aca,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,58,Right,,,0,2,0,,2,95,1,3,0,0,2,0,0,100,6/30/2022 12:02:27 AM,ccber_user,6/30/2022 12:02:27 AM,ccber_user,,,-119.848787037069,34.4069842470446
3034,a17a4f94-61f7-4e24-ba30-5d1bfd696482,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,60,Left,,,0,0,0,,3,102,0,0,0,0,0,0,0,102,6/30/2022 12:02:30 AM,ccber_user,6/30/2022 12:02:30 AM,ccber_user,,,-119.84881818242,34.407002103799
3035,68ee1bd1-1d39-4ae2-9f40-0ee2c0661eac,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,62,Right,,,0,29,0,,2,58,2,13,0,0,29,0,0,100,6/30/2022 12:02:31 AM,ccber_user,6/30/2022 12:02:31 AM,ccber_user,,,-119.848854135839,34.4070167823314
3036,06658a79-a5a4-424c-b50b-272f3af83b47,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,64,Left,,,0,5,0,,3,41,3,54,0,0,5,0,0,100,6/30/2022 12:02:32 AM,ccber_user,6/30/2022 12:02:32 AM,ccber_user,,,-119.848848709928,34.4070291535527
3037,5d09c2e2-c821-4ae7-915b-9e541d913475,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,66,Right,,,60,10,0,,3,26,1,4,0,0,10,0,60,100,6/30/2022 12:02:34 AM,ccber_user,6/30/2022 12:02:34 AM,ccber_user,,,-119.848877795235,34.4070302721048
3038,1f6fff56-64c8-43a8-8f3f-3dc4ea7bf664,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-5,,,,,,70,13:44,,,68,Left,,,0,0,0,,3,92,2,8,0,0,0,0,0,100,6/30/2022 12:02:35 AM,ccber_user,6/30/2022 12:02:35 AM,ccber_user,,,-119.848872652402,34.40704257701
3039,6adf8802-696e-4aaf-b9c3-7be0db48ab19,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,0,Left,,,10,39,0,,2,26,1,25,0,0,39,0,10,100,6/30/2022 12:02:39 AM,ccber_user,6/30/2022 12:02:39 AM,ccber_user,,,-119.848102968045,34.4067978031885
3040,e9474bb6-ceea-414c-a5e6-657068b56611,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,2,Right,,,15,33,0,,0,0,3,52,0,0,33,0,15,100,6/30/2022 12:02:43 AM,ccber_user,6/30/2022 12:02:43 AM,ccber_user,,,-119.846984024175,34.4073535539938
3041,22ab19b4-7d52-4c93-9f7e-015c2b6a36e7,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,4,Left,,,0,0,0,,1,1,1,100,0,0,0,0,0,101,6/30/2022 12:02:44 AM,ccber_user,6/30/2022 12:02:44 AM,ccber_user,,,-119.847075216738,34.4073530661461
3042,d7cc1998-0b5a-4b3e-b15e-50914ae4600d,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,6,Right,,,1,0,0,,0,0,2,99,0,0,0,0,1,100,6/30/2022 12:02:47 AM,ccber_user,6/30/2022 12:02:47 AM,ccber_user,,,-119.847010002456,34.4073848734416
3043,28bf39e4-885f-41aa-8f57-19e8e68c026a,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,8,Left,,,0,10,0,,0,0,1,90,0,0,10,0,0,100,6/30/2022 12:02:49 AM,ccber_user,6/30/2022 12:02:49 AM,ccber_user,,,-119.847023930529,34.4074004998061
3044,5d30c94e-21e3-4fec-86ef-5a26fbb8da32,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,10,Right,,,2,32,0,,1,4,2,62,0,0,32,0,2,100,6/30/2022 12:02:51 AM,ccber_user,6/30/2022 12:02:51 AM,ccber_user,,,-119.847029081094,34.4073882429435
3045,6c3fc6f8-f64e-496d-8a5c-7d1b14f1c444,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,12,Left,,,5,10,0,,1,15,2,70,0,0,10,0,5,100,6/30/2022 12:02:54 AM,ccber_user,6/30/2022 12:02:54 AM,ccber_user,,,-119.847061669824,34.4074307848526
3046,09a0122e-5852-4365-af94-130069ec672c,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,14,Right,,,1,20,0,,0,0,1,79,0,0,20,0,1,100,6/30/2022 12:02:56 AM,ccber_user,6/30/2022 12:02:56 AM,ccber_user,,,-119.847080604824,34.4074323704959
3047,d7783171-41b1-4e52-9bb9-aeb476ebecab,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,16,Left,,,1,12,0,,0,0,1,87,0,0,12,0,1,100,6/30/2022 12:02:58 AM,ccber_user,6/30/2022 12:02:58 AM,ccber_user,,,-119.847092856216,34.4074470526797
3048,925c5b61-7adb-4395-b0cd-456537012f23,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,18,Right,,,30,13,0,,2,16,2,41,0,0,13,0,30,100,6/30/2022 12:03:00 AM,ccber_user,6/30/2022 12:03:00 AM,ccber_user,,,-119.847038249745,34.4074277243133
3049,88bb3144-fc5e-45a7-a93d-a98b8f25ef95,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,20,Left,,,0,0,0,,1,80,1,50,0,0,0,0,0,130,6/30/2022 12:03:02 AM,ccber_user,6/30/2022 12:03:02 AM,ccber_user,,,-119.847094473141,34.4074846692139
3050,2e0d5c7b-bf09-4455-b159-43bcd68aaf3c,6/29/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,22,Right,,,0,0,0,,3,91,3,9,0,0,0,0,0,100,6/30/2022 12:03:04 AM,ccber_user,6/30/2022 12:03:04 AM,ccber_user,,,-119.847126290147,34.4074790806325
3051,3f9f46a3-5245-49ec-a75f-ac7cf37b579c,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,24,Left,,,10,18,0,,3,71,1,1,0,0,18,0,10,100,7/1/2022 12:04:41 AM,ccber_user,7/1/2022 12:04:41 AM,ccber_user,,,-119.847140253954,34.4074969906166
3052,f387219c-4f72-46ea-aaa1-06eeab1ea8b2,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,26,Right,,,0,0,0,,2,100,0,0,0,0,0,0,0,100,7/1/2022 12:04:43 AM,ccber_user,7/1/2022 12:04:43 AM,ccber_user,,,-119.847154847274,34.4074838620162
3053,ab26b3d7-4a33-4e8f-9958-b38e839fa49c,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,28,Left,,,0,0,0,,2,100,1,1,0,0,0,0,0,101,7/1/2022 12:04:44 AM,ccber_user,7/1/2022 12:04:44 AM,ccber_user,,,-119.847162567766,34.4074894429464
3054,55f87b10-16f8-43c3-b694-10b89a74b897,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,30,Right,,,0,47,0,,4,47,3,6,0,0,47,0,0,100,7/1/2022 12:04:46 AM,ccber_user,7/1/2022 12:04:46 AM,ccber_user,,,-119.847225166087,34.4075505279624
3055,03ac0224-4ece-4896-af81-357381675101,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,32,Left,,,3,32,0,,3,46,2,19,0,0,32,0,3,100,7/1/2022 12:04:47 AM,ccber_user,7/1/2022 12:04:47 AM,ccber_user,,,-119.84720201332,34.4075345731851
3056,21800eaf-4ad8-40b0-9e47-a789226ee06c,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,34,Right,,,4,61,0,,4,10,3,25,0,0,61,0,4,100,7/1/2022 12:04:49 AM,ccber_user,7/1/2022 12:04:49 AM,ccber_user,,,-119.8472278833,34.4075400444744
3057,be719f3b-37c4-47fb-9638-656ecb417c5e,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,36,Left,,,1,59,0,,2,5,2,35,0,0,59,0,1,100,7/1/2022 12:04:50 AM,ccber_user,7/1/2022 12:04:50 AM,ccber_user,,,-119.847238327315,34.4075527366559
3058,2d7682f6-c11e-41a8-9773-e3005d8d8c84,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,38,Right,,,8,60,0,,1,1,3,31,0,0,60,0,8,100,7/1/2022 12:04:51 AM,ccber_user,7/1/2022 12:04:51 AM,ccber_user,,,-119.847254386393,34.4075629252733
3059,dc5a20a1-578d-4494-9646-5c3b5e3c662c,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,40,Left,,,0,51,0,,2,14,2,35,0,0,51,0,0,100,7/1/2022 12:04:53 AM,ccber_user,7/1/2022 12:04:53 AM,ccber_user,,,-119.847246929849,34.4075857404497
3060,f7051515-585c-4494-adc8-f6ae01bc47dd,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,42,Right,,,3,26,0,,0,0,2,71,0,0,26,0,3,100,7/1/2022 12:04:54 AM,ccber_user,7/1/2022 12:04:54 AM,ccber_user,,,-119.847281003396,34.4075949735792
3061,58750530-e0e6-46f1-8753-6d4d69d70c96,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,44,Left,,,9,29,0,,3,16,2,46,0,0,29,0,9,100,7/1/2022 12:04:55 AM,ccber_user,7/1/2022 12:04:55 AM,ccber_user,,,-119.847290015209,34.4076044354415
3062,4bd889c8-cf56-4e91-a6f1-02ddfa52eaa5,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,46,Right,,,3,49,0,,1,3,3,45,0,0,49,0,3,100,7/1/2022 12:04:56 AM,ccber_user,7/1/2022 12:04:56 AM,ccber_user,,,-119.847304059646,34.4076175670588
3063,96fe09ca-70ed-4768-9124-44aeb7299c0b,6/30/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,48,Left,,,15,25,0,,2,2,3,58,0,0,25,0,15,100,7/1/2022 12:04:58 AM,ccber_user,7/1/2022 12:04:58 AM,ccber_user,,,-119.847320549791,34.4076418882508
3064,245e096e-35aa-4cad-a73c-44822a0958a9,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,50,Right,,,3,63,0,,1,1,2,33,0,0,63,0,3,100,7/1/2022 9:36:06 PM,ccber_user,7/1/2022 9:36:06 PM,ccber_user,,,-119.847357689491,34.4076911246649
3065,0ef5b641-d6a7-4788-b51d-7a42cc5d63f2,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,52,Left,,,7,58,0,,3,6,2,29,0,0,58,0,7,100,7/1/2022 9:36:07 PM,ccber_user,7/1/2022 9:36:07 PM,ccber_user,,,-119.847356791457,34.4076832232434
3066,161872f6-05a8-49c0-aff5-768569a2c54d,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,54,Right,,,0,27,0,,2,3,1,70,0,0,27,0,0,100,7/1/2022 9:36:09 PM,ccber_user,7/1/2022 9:36:09 PM,ccber_user,,,-119.847387428888,34.4076956623262
3067,cabf0c4b-9472-4891-a7ef-f14e963f5a3c,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,56,Left,,,2,17,0,,2,11,1,70,0,0,17,0,2,100,7/1/2022 9:36:10 PM,ccber_user,7/1/2022 9:36:10 PM,ccber_user,,,-119.847368367318,34.4076937786245
3068,e9170a28-22fe-4a45-ac31-19c877183991,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,58,Right,,,0,0,0,,2,76,1,60,0,0,0,0,0,136,7/1/2022 9:36:11 PM,ccber_user,7/1/2022 9:36:11 PM,ccber_user,,,-119.847395554641,34.407697396566
3069,4159b2fa-45fe-4e3d-a065-79d64593e061,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,60,Left,,,0,20,0,,2,9,1,71,0,0,20,0,0,100,7/1/2022 9:36:12 PM,ccber_user,7/1/2022 9:36:12 PM,ccber_user,,,-119.847432731001,34.4077066461305
3070,6c1b4c39-41b0-4e8d-ad95-0ee51cde2e91,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,62,Right,,,0,30,0,,2,17,2,81,0,0,30,0,0,128,7/1/2022 9:36:13 PM,ccber_user,7/1/2022 9:36:13 PM,ccber_user,,,-119.847446819415,34.4077421772061
3071,2f8c06ae-5fd4-480e-81f1-f6caffdf3838,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,64,Left,,,7,21,0,,3,7,1,65,0,0,21,0,7,100,7/1/2022 9:36:14 PM,ccber_user,7/1/2022 9:36:14 PM,ccber_user,,,-119.847466058584,34.4077560070979
3072,4120829e-548d-4ffd-a1cc-a90574026580,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,,,66,Right,,,5,10,0,,1,23,1,80,0,0,10,0,5,118,7/1/2022 9:36:15 PM,ccber_user,7/1/2022 9:36:15 PM,ccber_user,,,-119.847478798817,34.4077598525963
3073,616286e9-88a8-447f-a0e0-aba3bd991651,7/1/2022 7:00:00 PM,"CB, JM",no,,,campus_lagoon,,Island-4,,,,,,70,16:05,09:53,,68,Left,,,0,0,0,,2,5,1,95,0,0,0,0,0,100,7/1/2022 9:36:16 PM,ccber_user,7/1/2022 9:36:16 PM,ccber_user,,,-119.847496052948,34.4077828462767
3074,866b0a45-b4ae-41d6-b8ce-58a4463d1840,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,0,Left,,,18,0,0,,1,82,0,0,0,0,0,0,18,100,7/1/2022 9:36:18 PM,ccber_user,7/1/2022 9:36:18 PM,ccber_user,,,-119.837902904751,34.4151922251011
3075,f1c24849-a5a3-4fb0-ba57-8b19f510a750,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,2,Right,,,100,0,0,,0,0,0,0,0,0,0,0,100,100,7/1/2022 9:36:19 PM,ccber_user,7/1/2022 9:36:19 PM,ccber_user,,,-119.837381456285,34.4153500675525
3076,3d1a43e4-c8a8-4574-8139-42557a3a6ed7,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,4,Left,,,25,2,0,,1,73,0,0,0,0,2,0,25,100,7/1/2022 9:36:21 PM,ccber_user,7/1/2022 9:36:21 PM,ccber_user,,,-119.837371271044,34.4153482193571
3077,cf96bd36-1ed5-4d72-9066-a6099651a5e8,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,6,Right,,,38,6,0,,2,56,0,0,0,0,6,0,38,100,7/1/2022 9:36:23 PM,ccber_user,7/1/2022 9:36:23 PM,ccber_user,,,-119.837355749206,34.4153627390012
3078,f664b114-49b1-4701-8c18-2a8acabd5af2,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,8,Left,,,49,0,0,,2,51,0,0,0,0,0,0,49,100,7/1/2022 9:36:24 PM,ccber_user,7/1/2022 9:36:24 PM,ccber_user,,,-119.837324372884,34.4153602382274
3079,9c645b44-66da-48c2-b548-6723cfc30017,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,10,Right,,,24,0,0,,2,76,0,0,0,0,0,0,24,100,7/1/2022 9:36:25 PM,ccber_user,7/1/2022 9:36:25 PM,ccber_user,,,-119.837301114353,34.4153797547774
3080,ba426ae0-dc8c-4f03-8b70-06bdd8a2164e,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,12,Left,,,0,30,0,,1,70,0,0,0,0,30,0,0,100,7/1/2022 9:36:26 PM,ccber_user,7/1/2022 9:36:26 PM,ccber_user,,,-119.837269097565,34.4153949733777
3081,28287249-5ceb-4ac5-ac1a-3ea4a514a4e9,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,14,Right,,,10,30,0,,1,60,0,0,0,0,30,0,10,100,7/1/2022 9:36:27 PM,ccber_user,7/1/2022 9:36:27 PM,ccber_user,,,-119.837251571934,34.4154057803345
3082,85108db7-af2a-4263-87f4-28edc23c66f0,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,16,Left,,,5,5,0,,2,90,0,0,0,0,5,0,5,100,7/1/2022 9:36:28 PM,ccber_user,7/1/2022 9:36:28 PM,ccber_user,,,-119.837217271473,34.4154013158009
3083,4ce3321b-0b7a-4b25-9964-aeae9e5fb6a4,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,18,Right,,,29,0,0,,2,71,0,0,0,0,0,0,29,100,7/1/2022 9:36:29 PM,ccber_user,7/1/2022 9:36:29 PM,ccber_user,,,-119.837205558508,34.4154196610304
3084,1f61ae33-93a4-4f43-aa3b-8d4934d7f507,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,20,Left,,,20,30,0,,1,50,0,0,0,0,30,0,20,100,7/1/2022 9:36:30 PM,ccber_user,7/1/2022 9:36:30 PM,ccber_user,,,-119.837184415032,34.4154034126502
3085,e095c42a-2d72-41e2-a213-efe85aec0d76,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,22,Right,,,40,30,0,,1,30,0,0,0,0,30,0,40,100,7/1/2022 9:36:31 PM,ccber_user,7/1/2022 9:36:31 PM,ccber_user,,,-119.837155584997,34.4154211202397
3086,b4457199-9d26-43a2-a698-0cbca4517099,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,24,Left,,,87,5,0,,3,8,0,0,0,0,5,0,87,100,7/1/2022 9:36:32 PM,ccber_user,7/1/2022 9:36:32 PM,ccber_user,,,-119.837128135708,34.4154176936306
3087,2efa1545-d31c-464f-a9c9-0aaadc285d45,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,26,Right,,,40,0,0,,1,60,0,0,0,0,0,0,40,100,7/1/2022 9:36:34 PM,ccber_user,7/1/2022 9:36:34 PM,ccber_user,,,-119.837136785746,34.4154406187767
3088,17229297-3a58-4660-9f9c-7eb2ca265cb5,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,28,Left,,,14,0,0,,2,86,0,0,0,0,0,0,14,100,7/1/2022 9:36:34 PM,ccber_user,7/1/2022 9:36:34 PM,ccber_user,,,-119.837130520844,34.4154588851282
3089,7dd93007-c033-48b3-b981-52109743b026,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,30,Right,,,0,0,0,,2,101,0,0,0,0,0,0,0,101,7/1/2022 9:36:35 PM,ccber_user,7/1/2022 9:36:35 PM,ccber_user,,,-119.837042000438,34.4155047502825
3090,056a0896-fb9c-4c9d-b23f-113f2ef4ae37,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,32,Left,,,67,0,0,,1,33,0,0,0,0,0,0,67,100,7/1/2022 9:36:36 PM,ccber_user,7/1/2022 9:36:36 PM,ccber_user,,,-119.837055641122,34.415476711357
3091,7c391db3-165b-41b4-b2e9-cc177feba54e,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,34,Right,,,43,0,0,,3,57,0,0,0,0,0,0,43,100,7/1/2022 9:36:37 PM,ccber_user,7/1/2022 9:36:37 PM,ccber_user,,,-119.837047945978,34.4154793297082
3092,b41f5277-4c1e-4183-9bd7-093af904c483,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,36,Left,,,5,50,0,,2,45,0,0,0,0,50,0,5,100,7/1/2022 9:36:39 PM,ccber_user,7/1/2022 9:36:39 PM,ccber_user,,,-119.837027362686,34.4154853682142
3093,8e6846fe-cc42-43e1-a094-95cd8876a2d9,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,38,Right,,,56,0,0,,4,44,0,0,0,0,0,0,56,100,7/1/2022 9:36:40 PM,ccber_user,7/1/2022 9:36:40 PM,ccber_user,,,-119.83701463691,34.4154821207848
3094,fd0703d0-e59e-4b14-8262-c57c27067443,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,40,Left,,,0,12,0,,4,88,0,0,0,0,12,0,0,100,7/1/2022 9:36:41 PM,ccber_user,7/1/2022 9:36:41 PM,ccber_user,,,-119.837005414082,34.4154865188188
3095,1d360551-d990-4d41-973b-b6170c77e78b,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,32,Right,,,28,0,0,,5,72,0,0,0,0,0,0,28,100,7/1/2022 9:36:42 PM,ccber_user,7/1/2022 9:36:42 PM,ccber_user,,,-119.836954609553,34.4155166085116
3096,9b386445-faf4-4f06-b167-5c146df489ce,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,44,Left,,,45,8,0,,3,47,0,0,0,0,8,0,45,100,7/1/2022 9:36:43 PM,ccber_user,7/1/2022 9:36:43 PM,ccber_user,,,-119.836962634518,34.4154985939531
3097,62f4be10-1a82-4ff0-b9c9-925a0a10c4f7,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,46,Right,,,0,0,0,,2,100,0,0,0,0,0,0,0,100,7/1/2022 9:36:44 PM,ccber_user,7/1/2022 9:36:44 PM,ccber_user,,,-119.836931912159,34.4155092661328
3098,21a1c905-9b43-4118-a229-9adfa81bb9b7,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,48,Left,,,50,0,0,,1,50,0,0,0,0,0,0,50,100,7/1/2022 9:36:45 PM,ccber_user,7/1/2022 9:36:45 PM,ccber_user,,,-119.836893283428,34.4155137066462
3099,91dfc8b8-656e-4c6a-ac20-5668e65923a2,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,50,Right,,,62,0,0,,2,38,0,0,0,0,0,0,62,100,7/1/2022 9:36:46 PM,ccber_user,7/1/2022 9:36:46 PM,ccber_user,,,-119.836895544624,34.4155196354315
3100,149c10d9-2aba-4ebb-9bb9-7b093851a7db,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,52,Left,,,61,5,0,,2,34,0,0,0,0,5,0,61,100,7/1/2022 9:36:47 PM,ccber_user,7/1/2022 9:36:47 PM,ccber_user,,,-119.836847291914,34.4155141388169
3101,120a02b9-2f5a-45e1-86e9-fb4c8ef8353e,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,54,Right,,,32,60,0,,2,8,0,0,0,0,60,0,32,100,7/1/2022 9:36:48 PM,ccber_user,7/1/2022 9:36:48 PM,ccber_user,,,-119.836811169293,34.4155314493897
3102,500bf252-7ed3-4504-9d9f-f08bfeb5e894,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,56,Left,,,97,0,0,,1,3,0,0,0,0,0,0,97,100,7/1/2022 9:36:49 PM,ccber_user,7/1/2022 9:36:49 PM,ccber_user,,,-119.836824232477,34.4155314101242
3103,e18eb4f0-4bd9-4a65-a280-e3e8196af1a8,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,58,Right,,,82,0,0,,1,18,0,0,0,0,0,0,82,100,7/1/2022 9:36:49 PM,ccber_user,7/1/2022 9:36:49 PM,ccber_user,,,-119.836814317454,34.4155452214502
3104,c572107e-c15f-4908-8d2e-15f8b4e78b9d,7/1/2022 7:00:00 PM,"CB, JM",no,,,east_bluff,,,,,,,East Bluff B,70,11:12,,,60,Left,,,98,0,0,,1,2,0,0,0,0,0,0,98,100,7/1/2022 9:36:53 PM,ccber_user,7/1/2022 9:36:53 PM,ccber_user,,,-119.83677240121,34.415542979718
